CPU,Codename,Min_Cores,Max_Cores,Clock,Min_Clock,Min_Clock(MHz),Max_Clock,Max_Clock(MHz),Size,Socket,Process,Process(NM),TDP(Watts),Release
Athlon 64 FX-74,Windsor,2,2,3 GHz,3,3000,3,3000,GHz,Socket F,90 nm,90 ,125,"Nov 30th, 2006"
Athlon 64 FX-72,Windsor,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket F,90 nm,90 ,125,"Nov 30th, 2006"
Athlon 64 FX-70,Windsor,2,2,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket F,90 nm,90 ,125,"Nov 30th, 2006"
Athlon 64 FX-62,Windsor,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket AM2,90 nm,90 ,125,"May 23rd, 2006"
Athlon 64 FX-60,Toledo,2,2,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 939,90 nm,90 ,110,"Jan 9th, 2006"
Athlon 64 FX-57,San Diego,1,1,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket 939,90 nm,90 ,104,"Jun 27th, 2005"
Athlon 64 FX-55,San Diego,1,1,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 939,90 nm,90 ,104,"Oct 10th, 2004"
Athlon 64 FX-55,Clawhammer,1,1,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 939,130 nm,130 ,104,"Oct 10th, 2004"
Athlon 64 FX-53,Clawhammer,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 939,130 nm,130 ,89,"Jun 1st, 2004"
Athlon 64 FX-51,SledgeHammer,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 940,130 nm,130 ,89,"Sep 23rd, 2003"
Athlon 64 4000+ (F3),Orleans,1,1,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket AM2,90 nm,90 ,59,"Feb 20th, 2007"
Athlon 64 4000+,Toledo,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 939,90 nm,90 ,89,"Jan 1st, 2001"
Athlon 64 4000+,Clawhammer,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 939,130 nm,130 ,89,"Oct 19th, 2004"
Athlon 64 4000+,San Diego,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 939,90 nm,90 ,89,"Oct 19th, 2004"
Athlon 64 4000+,Newark,1,1,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket 754,130 nm,130 ,62,"Aug 16th, 2005"
Athlon 64 4000+,Windsor,1,1,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket AM2,90 nm,90 ,62,"Feb 20th, 2007"
Athlon 64 3800+ (F3),Orleans,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket AM2,90 nm,90 ,59,"Feb 20th, 2007"
Athlon 64 3800+,Clawhammer,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 939,130 nm,130 ,89,"Jun 1st, 2004"
Athlon 64 3800+,NewCastle,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 939,130 nm,130 ,89,"Jun 1st, 2004"
Athlon 64 3800+,Venice,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 939,90 nm,90 ,89,"Apr 4th, 2005"
Athlon 64 3800+,Orleans,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket AM2,90 nm,90 ,62,"May 23rd, 2006"
Athlon 64 3800+,Windsor,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket AM2,90 nm,90 ,62,"Feb 20th, 2007"
Athlon 64 3800+,Lima,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket AM2,65 nm,65 ,45,"Feb 20th, 2007"
Athlon 64 3700+,Toledo,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 939,90 nm,90 ,89,"May 11th, 2005"
Athlon 64 3700+,Clawhammer,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 754,130 nm,130 ,89,"Jun 1st, 2004"
Athlon 64 3700+,Newark,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 754,130 nm,130 ,83,"Apr 14th, 2005"
Athlon 64 3600+,Clawhammer,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 754,130 nm,130 ,89,"Jun 1st, 2004"
Athlon 64 3500+ EE,Orleans,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket AM2,90 nm,90 ,35,"Feb 20th, 2007"
Athlon 64 3500+ (F3),Orleans,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket AM2,90 nm,90 ,59,"Feb 20th, 2007"
Athlon 64 3500+,San Diego,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 939,90 nm,90 ,67,"Jan 1st, 2001"
Athlon 64 3500+,Clawhammer,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 939,130 nm,130 ,89,"Jun 1st, 2004"
Athlon 64 3500+,NewCastle,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 939,130 nm,130 ,89,"Jun 1st, 2004"
Athlon 64 3500+,Winchester,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 939,90 nm,90 ,67,"Oct 14th, 2004"
Athlon 64 3500+,Manchester,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 939,90 nm,90 ,67,"May 31st, 2005"
Athlon 64 3500+,Venice,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 939,90 nm,90 ,67,"Apr 4th, 2005"
Athlon 64 3500+,Orleans,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket AM2,90 nm,90 ,62,"May 23rd, 2006"
Athlon 64 3500+,Windsor,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket AM2,90 nm,90 ,62,"Feb 20th, 2007"
Athlon 64 3500+,Lima,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket AM2,65 nm,65 ,45,"Feb 20th, 2007"
Athlon 64 3400+,Venice,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 939,90 nm,90 ,67,"Jan 1st, 2001"
Athlon 64 3400+,Newark,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 754,130 nm,130 ,83,"Apr 14th, 2005"
Athlon 64 3400+,Clawhammer,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 754,130 nm,130 ,89,"Jan 1st, 2001"
Athlon 64 3400+,Venice,1,1,2.4 GHz,2.4,2400,2.4,2400,GHz,Socket 754,90 nm,90 ,67,"Jan 1st, 2001"
Athlon 64 3200+,Venice,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 754,90 nm,90 ,59,"Jan 1st, 2001"
Athlon 64 3200+,Clawhammer,1,1,2.2 GHz,2.2,2200,2.2,2200,GHz,Socket 754,130 nm,130 ,89,"Jan 1st, 2001"
Athlon 64 3200+,Clawhammer,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 754,130 nm,130 ,89,"Sep 23rd, 2003"
Athlon 64 3200+,Winchester,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 939,90 nm,90 ,67,"Oct 14th, 2004"
Athlon 64 3200+,Newark,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 754,130 nm,130 ,62,"Apr 14th, 2005"
Athlon 64 3200+,Manchester,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 939,90 nm,90 ,67,"May 31st, 2005"
Athlon 64 3200+,Venice,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 939,90 nm,90 ,67,"Apr 4th, 2005"
Athlon 64 3200+,Newark,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 754,130 nm,130 ,83,"Apr 14th, 2005"
Athlon 64 3200+,Orleans,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket AM2,90 nm,90 ,62,"May 23rd, 2006"
Athlon 64 3200+,Lima,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket AM2,65 nm,65 ,45,"Feb 20th, 2007"
Athlon 64 3100+,Lima,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket AM2,65 nm,65 ,25,"Apr 21st, 2008"
Athlon 64 3000+,Winchester,1,1,1800 MHz,1800,1800,1800,1800,MHz,Socket 939,90 nm,90 ,67,"Oct 14th, 2004"
Athlon 64 3000+,Newark,1,1,1800 MHz,1800,1800,1800,1800,MHz,Socket 754,130 nm,130 ,62,"Apr 14th, 2005"
Athlon 64 3000+,Venice,1,1,1800 MHz,1800,1800,1800,1800,MHz,Socket 939,90 nm,90 ,67,"Apr 4th, 2005"
Athlon 64 3000+,Orleans,1,1,1800 MHz,1800,1800,1800,1800,MHz,Socket AM2,90 nm,90 ,62,"May 23rd, 2006"
Athlon 64 3000+,Venice,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 754,90 nm,90 ,51,"Jan 1st, 2001"
Athlon 64 3000+,Venice,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 754,90 nm,90 ,51,"Jan 1st, 2001"
Athlon 64 3000+,Clawhammer,1,1,2000 MHz,2000,2000,2000,2000,MHz,Socket 754,130 nm,130 ,89,"Dec 15th, 2003"
Athlon 64 2850e,Lima,1,1,1800 MHz,1800,1800,1800,1800,MHz,Socket AM2,65 nm,65 ,22,"Aug 1st, 2008"
Athlon 64 2650e,Lima,1,1,1600 MHz,1600,1600,1600,1600,MHz,Socket AM2,65 nm,65 ,15,"Jan 1st, 2009"
Athlon 64 2600+,Lima,1,1,1600 MHz,1600,1600,1600,1600,MHz,Socket AM2,65 nm,65 ,15,"Jan 1st, 2008"
Athlon 64 2000+,Lima,1,1,1000 MHz,1000,1000,1000,1000,MHz,Socket AM2,65 nm,65 ,8,"Jun 1st, 2008"
Athlon 64 1500+,Venice,1,1,1000 MHz,1000,1000,1000,1000,MHz,Socket 754,90 nm,90 ,9,"Nov 7th, 2005"
Athlon 600,Thunderbird,1,1,600 MHz,600,600,600,600,MHz,Socket A,180 nm,180 ,38,"Jun 5th, 2000"
Athlon 1400,Thunderbird B,1,1,1400 MHz,1400,1400,1400,1400,MHz,Socket A,180 nm,180 ,72,"Jun 6th, 2001"
Athlon 1400,Thunderbird C,1,1,1400 MHz,1400,1400,1400,1400,MHz,Socket A,180 nm,180 ,72,"Jun 6th, 2001"
Athlon 1333,Thunderbird C,1,1,1333 MHz,1333,1333,1333,1333,MHz,Socket A,180 nm,180 ,70,"Mar 21st, 2001"
Athlon 1300,Thunderbird B,1,1,1300 MHz,1300,1300,1300,1300,MHz,Socket A,180 nm,180 ,68,"Mar 21st, 2001"
Athlon 1200,Thunderbird C,1,1,1200 MHz,1200,1200,1200,1200,MHz,Socket A,180 nm,180 ,66,"Oct 31st, 2000"
Athlon 1200,Thunderbird B,1,1,1200 MHz,1200,1200,1200,1200,MHz,Socket A,180 nm,180 ,66,"Oct 17th, 2000"
Athlon 1133,Thunderbird C,1,1,1133 MHz,1133,1133,1133,1133,MHz,Socket A,180 nm,180 ,63,"Oct 31st, 2000"
Athlon 1100,Thunderbird B,1,1,1100 MHz,1100,1100,1100,1100,MHz,Socket A,180 nm,180 ,60,"Aug 14th, 2000"
Athlon 1000,Thunderbird B,1,1,1000 MHz,1000,1000,1000,1000,MHz,Socket A,180 nm,180 ,54,"Jun 5th, 2000"
Athlon 1000,Thunderbird C,1,1,1000 MHz,1000,1000,1000,1000,MHz,Socket A,180 nm,180 ,54,"Oct 31st, 2000"
A9-9425 SoC,Stoney Ridge,2,2,3.1 to 3.7 GHz,3.1,3100,3.7,3700,GHz,Socket FT4,28 nm,28 ,15,"May 31st, 2016"
A9-9420 SoC,Stoney Ridge,2,2,3 to 3.6 GHz,3,3000,3.6,3600,GHz,Socket FT4,28 nm,28 ,15,"May 31st, 2016"
A9-9410 SoC,Stoney Ridge,2,2,2.9 to 3.5 GHz,2.9,2900,3.5,3500,GHz,Socket FP4,28 nm,28 ,25,"May 31st, 2016"
A9-9400 SoC,Stoney Ridge,2,2,2.4 to 3.2 GHz,2.4,2400,3.2,3200,GHz,Socket FT4,28 nm,28 ,10,"May 31st, 2016"
A8-9600,Bristol Ridge,4,4,3.1 to 3.4 GHz,3.1,3100,3.4,3400,GHz,Socket AM4,28 nm,28 ,65,"Jul 27th, 2017"
A8-6600K,Richland,4,4,3.9 to 4.2 GHz,3.9,3900,4.2,4200,GHz,Socket FM2,32 nm,32 ,100,"Jun 1st, 2013"
A8-6500T,Richland,4,4,2.1 to 3.1 GHz,2.1,2100,3.1,3100,GHz,Socket FM2,32 nm,32 ,45,"Sep 16th, 2013"
A8-6500B,Richland,4,4,3.5 to 4.1 GHz,3.5,3500,4.1,4100,GHz,Socket FM2,32 nm,32 ,65,"Jun 1st, 2013"
A8-6500,Richland,4,4,3.5 to 4.1 GHz,3.5,3500,4.1,4100,GHz,Socket FM2,32 nm,32 ,65,"Jun 1st, 2013"
A8-5600K,Trinity,4,4,3.6 to 3.9 GHz,3.6,3600,3.9,3900,GHz,Socket FM2,32 nm,32 ,100,"Oct 2nd, 2012"
A8-5557M,Richland,4,4,2.1 to 3.1 GHz,2.1,2100,3.1,3100,GHz,Socket FP2,32 nm,32 ,35,"Jun 1st, 2013"
A8-5550M,Richland,4,4,2.1 to 3.1 GHz,2.1,2100,3.1,3100,GHz,Socket FS1r2,32 nm,32 ,35,"Jun 1st, 2013"
A8-5545M,Richland,4,4,1.7 to 2.7 GHz,1.7,1700,2.7,2700,GHz,Socket FP2,32 nm,32 ,25,"Jun 1st, 2013"
A8-5500B,Trinity,4,4,3.2 to 3.7 GHz,3.2,3200,3.7,3700,GHz,Socket FM2,32 nm,32 ,65,"Oct 2nd, 2012"
A8-5500,Trinity,4,4,3.2 to 3.7 GHz,3.2,3200,3.7,3700,GHz,Socket FM2,32 nm,32 ,65,"Oct 2nd, 2012"
A8-4555M,Trinity,4,4,1.6 to 2.4 GHz,1.6,1600,2.4,2400,GHz,Socket FP2,32 nm,32 ,19,"Sep 27th, 2012"
A8-4500M,Trinity,4,4,1.9 to 2.8 GHz,1.9,1900,2.8,2800,GHz,Socket FS1r2,32 nm,32 ,35,"May 15th, 2012"
A8-3870K,Llano,4,4,3 GHz,3,3000,3,3000,GHz,Socket FM1,32 nm,32 ,100,"Dec 20th, 2011"
A8-3850,Llano,4,4,2.9 GHz,2.9,2900,2.9,2900,GHz,Socket FM1,32 nm,32 ,100,"Jun 30th, 2011"
A8-3820,Llano,4,4,2.5 to 2.8 GHz,2.5,2500,2.8,2800,GHz,Socket FM1,32 nm,32 ,65,"Dec 20th, 2011"
A8-3800,Llano,4,4,2.4 to 2.7 GHz,2.4,2400,2.7,2700,GHz,Socket FM1,32 nm,32 ,65,"Jun 30th, 2011"
A8-3550MX,Llano,4,4,2 to 2.7 GHz,2,2000,2.7,2700,GHz,Socket FS1,32 nm,32 ,45,"Dec 20th, 2011"
A8-3530MX,Llano,4,4,1.9 to 2.6 GHz,1.9,1900,2.6,2600,GHz,Socket FS1,32 nm,32 ,45,"Jun 14th, 2011"
A8-3520M,Llano,4,4,1.6 to 2.5 GHz,1.6,1600,2.5,2500,GHz,Socket FS1,32 nm,32 ,35,"Dec 20th, 2011"
A8-3510MX,Llano,4,4,1.8 to 2.5 GHz,1.8,1800,2.5,2500,GHz,Socket FS1,32 nm,32 ,45,"Jun 14th, 2011"
A8-3500M,Llano,4,4,1.5 to 2.4 GHz,1.5,1500,2.4,2400,GHz,Socket FS1,32 nm,32 ,35,"Jun 14th, 2011"
A6-9550,Bristol Ridge,2,2,3.8 to 4 GHz,3.8,3800,4,4000,GHz,Socket AM4,28 nm,28 ,65,"Jul 27th, 2017"
A6-9500E,Bristol Ridge,2,2,3 to 3.4 GHz,3,3000,3.4,3400,GHz,Socket AM4,28 nm,28 ,35,"Sep 5th, 2016"
A6-9500,Bristol Ridge,2,2,3.5 to 3.8 GHz,3.5,3500,3.8,3800,GHz,Socket AM4,28 nm,28 ,65,"Sep 5th, 2016"
A6-7470K,Godaveri,2,2,3.7 to 4 GHz,3.7,3700,4,4000,GHz,Socket FM2+,28 nm,28 ,65,"Feb 2nd, 2016"
A6-6400K,Richland,2,2,3.9 to 4.1 GHz,3.9,3900,4.1,4100,GHz,Socket FM2,32 nm,32 ,65,"Jun 1st, 2013"
A6-6400B,Richland,2,2,3.9 to 4.1 GHz,3.9,3900,4.1,4100,GHz,Socket FM2,32 nm,32 ,65,"Jun 1st, 2013"
A6-5400K,Trinity,2,2,3.6 to 3.8 GHz,3.6,3600,3.8,3800,GHz,Socket FM2,32 nm,32 ,65,"Oct 2nd, 2012"
A6-5400B,Trinity,2,2,3.6 to 3.8 GHz,3.6,3600,3.8,3800,GHz,Socket FM2,32 nm,32 ,65,"Oct 2nd, 2012"
A6-5357M,Richland,2,2,2.9 to 3.5 GHz,2.9,2900,3.5,3500,GHz,Socket FP2,32 nm,32 ,35,"Jun 1st, 2013"
A6-5350M,Richland,2,2,2.9 to 3.5 GHz,2.9,2900,3.5,3500,GHz,Socket FS1r2,32 nm,32 ,35,"Jun 1st, 2013"
A6-5345M,Richland,2,2,2.2 to 2.8 GHz,2.2,2200,2.8,2800,GHz,Socket FP2,32 nm,32 ,17,"Jun 1st, 2013"
A6-5200,Kabini,4,4,2000 MHz,2000,2000,2000,2000,MHz,Socket FT3,28 nm,28 ,25,"May 23rd, 2013"
A6-4455M,Trinity,2,2,2.1 to 2.6 GHz,2.1,2100,2.6,2600,GHz,Socket FP2,32 nm,32 ,17,"May 15th, 2012"
A6-4400M,Trinity,2,2,2.7 to 3.2 GHz,2.7,2700,3.2,3200,GHz,Socket FS1r2,32 nm,32 ,35,"May 15th, 2012"
A6-3670K,Llano,4,4,2.7 GHz,2.7,2700,2.7,2700,GHz,Socket FM1,32 nm,32 ,100,"Dec 20th, 2011"
A6-3650,Llano,4,4,2.6 GHz,2.6,2600,2.6,2600,GHz,Socket FM1,32 nm,32 ,100,"Jun 30th, 2011"
A6-3620,Llano,4,4,2.2 to 2.5 GHz,2.2,2200,2.5,2500,GHz,Socket FM1,32 nm,32 ,65,"Dec 20th, 2011"
A6-3600,Llano,4,4,2.1 to 2.4 GHz,2.1,2100,2.4,2400,GHz,Socket FM1,32 nm,32 ,65,"Jun 30th, 2011"
A6-3500,Llano,3,3,2.1 to 2.4 GHz,2.1,2100,2.4,2400,GHz,Socket FM1,32 nm,32 ,65,"Aug 17th, 2011"
A6-3430MX,Llano,4,4,1.7 to 2.4 GHz,1.7,1700,2.4,2400,GHz,Socket FS1,32 nm,32 ,45,"Dec 20th, 2011"
A6-3420M,Llano,4,4,1.5 to 2.4 GHz,1.5,1500,2.4,2400,GHz,Socket FS1,32 nm,32 ,35,"Dec 20th, 2011"
A6-3410MX,Llano,4,4,1.6 to 2.3 GHz,1.6,1600,2.3,2300,GHz,Socket FS1,32 nm,32 ,45,"Jun 14th, 2011"
A6-3400M,Llano,4,4,1.4 to 2.3 GHz,1.4,1400,2.3,2300,GHz,Socket FS1,32 nm,32 ,35,"Jun 14th, 2011"
A6-1450,Temash,4,4,1000 to 1400 MHz,1000,1000,1400,1000,MHz,Socket FT3,28 nm,28 ,8,"May 23rd, 2013"
A4-6320,Richland,2,2,3.8 to 4 GHz,3.8,3800,4,4000,GHz,Socket FM2,32 nm,32 ,65,Dec 2013
A4-6300B,Richland,2,2,3.7 to 3.9 GHz,3.7,3700,3.9,3900,GHz,Socket FM2,32 nm,32 ,65,"Jun 1st, 2013"
A4-6300,Richland,2,2,3.7 to 3.9 GHz,3.7,3700,3.9,3900,GHz,Socket FM2,32 nm,32 ,65,"Jun 1st, 2013"
A4-5300B,Trinity,2,2,3.4 to 3.6 GHz,3.4,3400,3.6,3600,GHz,Socket FM2,32 nm,32 ,65,"Oct 2nd, 2012"
A4-5300,Trinity,2,2,3.4 to 3.6 GHz,3.4,3400,3.6,3600,GHz,Socket FM2,32 nm,32 ,65,"Oct 2nd, 2012"
A4-5150M,Richland,2,2,2.7 to 3.3 GHz,2.7,2700,3.3,3300,GHz,Socket FS1r2,32 nm,32 ,35,"Mar 12th, 2013"
A4-5145M,Richland,2,2,2 to 2.6 GHz,2,2000,2.6,2600,GHz,Socket FP2,32 nm,32 ,17,"Jun 1st, 2013"
A4-5000,Kabini,4,4,1500 MHz,1500,1500,1500,1500,MHz,Socket FT3,28 nm,28 ,15,"May 23rd, 2013"
A4-4355M,Trinity,2,2,1.9 to 2.4 GHz,1.9,1900,2.4,2400,GHz,Socket FP2,32 nm,32 ,17,"Sep 27th, 2012"
A4-4300M,Trinity,2,2,2.5 to 3 GHz,2.5,2500,3,3000,GHz,Socket FS1r2,32 nm,32 ,35,"May 15th, 2012"
A4-4000,Richland,2,2,3 to 3.2 GHz,3,3000,3.2,3200,GHz,Socket FM2,32 nm,32 ,65,May 2013
A4-3420,Llano,2,2,2.8 GHz,2.8,2800,2.8,2800,GHz,Socket FM1,32 nm,32 ,65,"Dec 20th, 2011"
A4-3400,Llano,2,2,2.7 GHz,2.7,2700,2.7,2700,GHz,Socket FM1,32 nm,32 ,65,"Sep 7th, 2011"
A4-3330MX,Llano,2,2,2.2 to 2.6 GHz,2.2,2200,2.6,2600,GHz,Socket FS1,32 nm,32 ,45,"Dec 20th, 2011"
A4-3320M,Llano,2,2,2 to 2.6 GHz,2,2000,2.6,2600,GHz,Socket FS1,32 nm,32 ,35,"Dec 20th, 2011"
A4-3310MX,Llano,2,2,2.1 to 2.5 GHz,2.1,2100,2.5,2500,GHz,Socket FS1,32 nm,32 ,35,"Jun 14th, 2011"
A4-3305M,Llano,2,2,1.9 to 2.5 GHz,1.9,1900,2.5,2500,GHz,Socket FS1,32 nm,32 ,35,"Jun 14th, 2011"
A4-3300M,Llano,2,2,1.9 to 2.5 GHz,1.9,1900,2.5,2500,GHz,Socket FS1,32 nm,32 ,35,"Jun 14th, 2011"
A4-3300,Llano,2,2,2.5 GHz,2.5,2500,2.5,2500,GHz,Socket FM1,32 nm,32 ,65,"Sep 7th, 2011"
